Id,Zarea
Id_1,15.66
Id_2,5.2
Id_3,4.843000000000001
Id_4,3.6819999999999995
Id_5,0.137
Id_6,24.580999999999996
Id_7,1.183
Id_8,9.870000000000001
Id_9,7.453
Id_10,48.498000000000005
Id_11,20.352
Id_12,0.0
Id_13,5.345000000000001
Id_14,12.756
Id_15,1.1815000000000002
Id_16,2.42
Id_17,95.18000000000002
Id_18,3.499
Id_19,0.638
Id_20,0.9819999999999999
Id_21,24.589
Id_22,19.94
Id_23,1.115
Id_24,3.472
Id_25,6.153000000000001
Id_26,6.098
Id_27,5.668000000000001
Id_28,1.073
Id_29,58.14300000000001
Id_30,12.281
Id_31,2.3779999999999997
Id_32,16.57633333333333
Id_33,2.14
Id_34,5.463
Id_35,13.834
Id_36,0.901
Id_37,0.0
Id_38,2.3779999999999997
Id_39,7.93
Id_40,34.587
Id_41,11.323999999999998
Id_42,5.110999999999999
Id_43,2.041
Id_44,19.912
Id_45,23.581
Id_46,19.94
Id_47,0.388
Id_48,6.127000000000001
Id_49,23.429
Id_50,1.69
Id_51,20.558999999999997
Id_52,2.512
Id_53,11.050999999999998
Id_54,11.050999999999998
Id_55,3.94
Id_56,0.075
Id_57,1.052
Id_58,3.643
Id_59,9.801
Id_60,3.4159999999999995
Id_61,0.8520000000000001
Id_62,4.035
Id_63,3.407
Id_64,2.9530000000000003
Id_65,1.7189999999999999
Id_66,5.561
Id_67,13.770500000000002
