Id,Zarea
Id_1,4.795699999999997
Id_2,2.8443000000000005
Id_3,5.821500000000006
Id_4,10.0397
Id_5,17.893500000000007
Id_6,9.694399999999996
Id_7,13.208599999999997
Id_8,15.288899999999998
Id_9,9.748899999999997
Id_10,3.8267499999999997
Id_11,29.1402
Id_12,0.0
Id_13,3.2457
Id_14,6.667400000000003
Id_15,3.0109000000000004
Id_16,3.672550000000001
Id_17,60.47130000000003
Id_18,5.727500000000001
Id_19,1.6374999999999997
Id_20,17.0454
Id_21,52.90160000000001
Id_22,19.94000000000004
Id_23,4.649499999999993
Id_24,3.753399999999999
Id_25,6.076000000000006
Id_26,4.418250000000001
Id_27,2.6551
Id_28,9.697800000000003
Id_29,6.7392
Id_30,12.331599999999996
Id_31,6.059600000000001
Id_32,15.15950000000001
Id_33,1.3276000000000006
Id_34,4.6969999999999965
Id_35,32.88059999999999
Id_36,5.229899999999999
Id_37,1.5323
Id_38,6.059600000000001
Id_39,5.2032000000000025
Id_40,13.998700000000003
Id_41,19.7038
Id_42,8.758000000000004
Id_43,6.314150000000003
Id_44,26.591100000000015
Id_45,10.1088
Id_46,19.94000000000004
Id_47,2.48255
Id_48,1.9818000000000007
Id_49,9.026699999999995
Id_50,1.6899999999999984
Id_51,9.087300000000003
Id_52,2.9668000000000005
Id_53,5.574299999999998
Id_54,5.574299999999998
Id_55,3.8266000000000018
Id_56,1.6261
Id_57,29.0009
Id_58,6.370500000000005
Id_59,9.137200000000004
Id_60,10.541500000000001
Id_61,3.001300000000001
Id_62,4.968399999999997
Id_63,10.204299999999995
Id_64,1.5924
Id_65,3.9620000000000015
Id_66,1.8011999999999997
Id_67,17.07885
