Id,Zarea
Id_1,5.312
Id_2,0.9710000000000001
Id_3,3.7479999999999998
Id_4,2.698
Id_5,24.853
Id_6,5.839
Id_7,1.2100000000000004
Id_8,15.032999999999998
Id_9,10.998
Id_10,3.6209999999999996
Id_11,17.565
Id_12,0.0
Id_13,3.818
Id_14,3.8839999999999995
Id_15,1.5265
Id_16,0.5734999999999999
Id_17,72.13900000000001
Id_18,9.513000000000002
Id_19,7.031999999999999
Id_20,29.003999999999998
Id_21,2.53
Id_22,19.94
Id_23,1.9349999999999998
Id_24,3.2880000000000003
Id_25,5.0920000000000005
Id_26,5.62
Id_27,4.358
Id_28,2.537
Id_29,24.380000000000003
Id_30,20.691
Id_31,5.26
Id_32,25.269
Id_33,0.095
Id_34,3.7910000000000004
Id_35,33.864
Id_36,1.8680000000000003
Id_37,0.0
Id_38,5.26
Id_39,4.941000000000001
Id_40,20.503000000000004
Id_41,14.954999999999998
Id_42,22.444999999999997
Id_43,3.114
Id_44,2.9640000000000004
Id_45,25.637
Id_46,19.94
Id_47,1.009
Id_48,2.476
Id_49,8.351
Id_50,1.69
Id_51,2.1100000000000003
Id_52,0.29300000000000004
Id_53,7.525
Id_54,7.525
Id_55,1.322
Id_56,2.7700000000000005
Id_57,1.052
Id_58,2.159
Id_59,12.6
Id_60,2.765
Id_61,2.405
Id_62,5.957999999999999
Id_63,7.367999999999999
Id_64,1.616
Id_65,0.885
Id_66,0.6220000000000001
Id_67,14.52
