Id,Zarea
Id_1,8.895
Id_2,0.0
Id_3,3.2935000000000003
Id_4,19.317
Id_5,25.497
Id_6,14.894
Id_7,37.672
Id_8,57.84400000000001
Id_9,3.964
Id_10,3.777
Id_11,23.232000000000003
Id_12,0.0
Id_13,11.147
Id_14,2.094
Id_15,5.5344999999999995
Id_16,0.8215
Id_17,41.589000000000006
Id_18,11.294
Id_19,0.638
Id_20,1.5710000000000002
Id_21,23.627000000000002
Id_22,19.94
Id_23,0.5780000000000001
Id_24,3.848
Id_25,6.937000000000002
Id_26,1.2189999999999999
Id_27,8.803999999999998
Id_28,2.0170000000000003
Id_29,1.7169999999999999
Id_30,15.686000000000002
Id_31,27.272
Id_32,11.464
Id_33,2.14
Id_34,5.452
Id_35,25.971000000000004
Id_36,1.9
Id_37,2.327
Id_38,27.272
Id_39,12.776
Id_40,6.0009999999999994
Id_41,6.380999999999999
Id_42,0.675
Id_43,15.676666666666668
Id_44,20.049999999999997
Id_45,91.9
Id_46,19.94
Id_47,3.1350000000000002
Id_48,7.807
Id_49,5.372
Id_50,1.69
Id_51,8.279
Id_52,6.343999999999999
Id_53,10.768
Id_54,10.768
Id_55,4.537000000000001
Id_56,5.178
Id_57,66.32300000000001
Id_58,1.5790000000000002
Id_59,14.289000000000001
Id_60,2.684
Id_61,11.396
Id_62,23.090000000000003
Id_63,2.667
Id_64,1.8199999999999998
Id_65,0.0
Id_66,6.439
Id_67,8.796000000000001
