Id,Zarea
Id_1,-51.74447431620294
Id_2,-47.07087859654895
Id_3,-34.33960622019474
Id_4,-35.55754641844274
Id_5,-34.33960622018577
Id_6,11.054998326663345
Id_7,-51.7444801485253
Id_8,-51.744480148525284
Id_9,-51.7444801485253
Id_10,-34.33960622018577
Id_11,-34.339606220187434
Id_12,-51.74448014852055
Id_13,-34.3554223310978
Id_14,-34.43670369819007
Id_15,-51.7444801485253
Id_16,-32.534317982162555
Id_17,-34.972242834552915
Id_18,-51.7444801485253
Id_19,26.402744229094242
Id_20,-43.411022156107514
Id_21,-34.33960622018577
Id_22,-67.87258268351565
Id_23,-14.195383399792192
Id_24,-51.7444801485253
Id_25,-51.7444801485253
Id_26,6.165442490205797
Id_27,-51.7444801485253
Id_28,-36.46091951900609
Id_29,-34.33960622018577
Id_30,-51.7444801485253
Id_31,-51.7444801485253
Id_32,3.1599887045345936
Id_33,-18.35219118327707
Id_34,-51.7444801485253
Id_35,-51.7444801485253
Id_36,19.13075226905952
Id_37,-51.744479176777034
Id_38,-51.7444801485253
Id_39,19.145511242481284
Id_40,-34.33960622018577
Id_41,-51.7444801485253
Id_42,-51.7444801485253
Id_43,-47.07094901254453
Id_44,-47.07094901223823
Id_45,-34.33960622018577
Id_46,-67.87258268351565
Id_47,-65.37258243119432
Id_48,-51.7444801485253
Id_49,-51.7444801485253
Id_50,-51.7444801485253
Id_51,-67.8399110175613
Id_52,-51.7444801485253
Id_53,-18.065618556698773
Id_54,-18.065618556698773
Id_55,-56.0327499997543
Id_56,-34.33960622018577
Id_57,-34.34080591555211
Id_58,-51.7444801485253
Id_59,2.079404910279342
Id_60,-34.33960622018583
Id_61,-34.33960622018954
Id_62,-34.33960622018948
Id_63,-47.07094901254453
Id_64,-34.33960622018577
Id_65,-51.7444801485253
Id_66,-51.7444801485253
Id_67,-51.7444801485253
