Id,Zarea
Id_1,3.9939999999999998
Id_2,0.0
Id_3,5.664
Id_4,1.1969999999999998
Id_5,0.047
Id_6,22.862000000000002
Id_7,1.192
Id_8,15.885
Id_9,6.044
Id_10,29.28
Id_11,16.12
Id_12,0.0
Id_13,4.056
Id_14,2.87
Id_15,1.199
Id_16,2.3215000000000003
Id_17,95.18000000000002
Id_18,3.1663333333333337
Id_19,4.3340000000000005
Id_20,1.8159999999999996
Id_21,1.98
Id_22,19.94
Id_23,1.9140000000000001
Id_24,9.962
Id_25,6.153000000000001
Id_26,5.62
Id_27,3.191
Id_28,1.099
Id_29,12.007
Id_30,12.281
Id_31,2.102
Id_32,17.90133333333333
Id_33,0.0
Id_34,2.4560000000000004
Id_35,24.526
Id_36,2.6710000000000003
Id_37,0.0
Id_38,2.102
Id_39,20.032999999999998
Id_40,12.776
Id_41,29.276
Id_42,2.117
Id_43,6.602000000000001
Id_44,1.5870000000000002
Id_45,24.183000000000003
Id_46,19.94
Id_47,5.122
Id_48,3.4209999999999994
Id_49,5.515
Id_50,1.69
Id_51,7.626
Id_52,19.604
Id_53,2.6350000000000002
Id_54,2.6350000000000002
Id_55,4.8469999999999995
Id_56,0.0
Id_57,2.29
Id_58,1.302
Id_59,5.0760000000000005
Id_60,1.861
Id_61,1.568
Id_62,6.335999999999999
Id_63,3.9899999999999998
Id_64,0.0
Id_65,0.146
Id_66,1.509
Id_67,62.442499999999995
