Id,area
Id_1,5.25053330260745
Id_2,3.37179290753377
Id_3,14.500024657681
Id_4,17.5106124714375
Id_5,14.2062954654893
Id_6,1.34308998157757
Id_7,9.24378031287202
Id_8,5.52899399058651
Id_9,5.28991874352567
Id_10,5.46134592355934
Id_11,23.8807733053613
Id_12,4.39531189663681
Id_13,3.22030298363138
Id_14,12.3189962047449
Id_15,0
Id_16,8.75237287998872
Id_17,18.4544312099298
Id_18,8.9730347441836
Id_19,10.6033680812344
Id_20,12.8089474334204
Id_21,16.8002402576872
Id_22,14.1117398076032
Id_23,16.0991625713912
Id_24,13.3378252946903
Id_25,14.3632564352602
Id_26,0.60225907565063
Id_27,15.5888493700968
Id_28,15.1868383849797
Id_29,19.5939955121697
Id_30,10.8243014195167
Id_31,9.49780197425604
Id_32,13.6592396122127
Id_33,8.50930668380656
Id_34,0
Id_35,25.1905995755615
Id_36,16.5759501666906
Id_37,2.71702817221836
Id_38,17.2416480457334
Id_39,10.4140131677182
Id_40,16.2347513085912
Id_41,19.4639761657993
Id_42,2.05990598960877
Id_43,0
Id_44,21.2224019998666
Id_45,18.716358046583
Id_46,16.4852182930898
Id_47,16.3115110046555
Id_48,0
Id_49,0.729746051647646
Id_50,18.8573414921025
Id_51,19.2336832328389
Id_52,3.51277595604949
Id_53,6.92157147243407
Id_54,6.92157147243407
Id_55,25.9586863950022
Id_56,2.4147162655672
Id_57,13.9799296213397
Id_58,20.9440660076064
Id_59,12.2483327270817
Id_60,4.63775888157295
Id_61,16.5036679703664
Id_62,9.27191409958125
Id_63,9.97369773051088
Id_64,19.7099251933684
Id_65,17.5811279098137
Id_66,9.05215641408023
Id_67,0.515352917901604
