Id,Zarea
Id_1,-30.72338526683866
Id_2,-46.91808806880103
Id_3,-13.870114021543174
Id_4,-13.870114021543174
Id_5,-13.870114021543174
Id_6,-14.305404910238973
Id_7,-13.870114021543174
Id_8,-13.870114021543174
Id_9,-13.870114021543174
Id_10,-13.870114021543174
Id_11,-13.870114021543174
Id_12,-13.870114021543174
Id_13,-13.870114021543174
Id_14,-13.870114021543174
Id_15,-13.870114021543174
Id_16,-20.742032832728878
Id_17,-13.870114021543174
Id_18,-13.870114021543174
Id_19,19.07536653243228
Id_20,-13.870114021543174
Id_21,-13.870114021543174
Id_22,-46.61959047948321
Id_23,12.026236895863502
Id_24,-13.870114021543174
Id_25,-13.870114021543174
Id_26,-29.919321419265
Id_27,-13.870114021543174
Id_28,-30.723385266798292
Id_29,-13.870114021543174
Id_30,-13.870114021543174
Id_31,-13.870114021543174
Id_32,-19.653034300114832
Id_33,1.7236452772011397
Id_34,-30.723167093515574
Id_35,-13.870114021543174
Id_36,19.55028804056315
Id_37,-13.870114021543174
Id_38,-13.870114021543174
Id_39,5.6194107961409
Id_40,-13.870114021543174
Id_41,-13.870114021543174
Id_42,-13.870114021543174
Id_43,-13.870114021543174
Id_44,-13.870114021543174
Id_45,-13.870114021543174
Id_46,-46.351604328894
Id_47,-56.01452705484388
Id_48,-13.870114021543174
Id_49,-13.870114021543174
Id_50,-13.870114021543174
Id_51,-1.9649632442938518
Id_52,-13.870114021543174
Id_53,-7.243212631333794
Id_54,-7.243212631333794
Id_55,-7.522145878298655
Id_56,-13.870114021543174
Id_57,-13.870114021543174
Id_58,-13.870114021543174
Id_59,-61.8975990372006
Id_60,-13.870114021543174
Id_61,-13.870114021543174
Id_62,-13.870114021543174
Id_63,-13.870114021543174
Id_64,-13.870114021543174
Id_65,-13.870114021543174
Id_66,-13.870114021543174
Id_67,-13.870114021543174
