Id,Zarea
Id_1,3.446698549799516
Id_2,5.334886742162945
Id_3,13.365642700523921
Id_4,14.501874641838345
Id_5,7.7087114927178515
Id_6,5.556973102465696
Id_7,7.843859903656759
Id_8,8.064669432473492
Id_9,8.157883730985777
Id_10,14.346584779940487
Id_11,19.180374193648365
Id_12,6.523037237862308
Id_13,12.511566076007945
Id_14,12.494418238536475
Id_15,1.7606514416002108
Id_16,6.452502068127708
Id_17,20.223961002990208
Id_18,16.241007701040658
Id_19,1.8284724605392975
Id_20,15.60916573900368
Id_21,10.923571259318726
Id_22,22.174653219093
Id_23,13.402165369287179
Id_24,6.771707893023307
Id_25,6.877674025559756
Id_26,0.0
Id_27,11.64090444766487
Id_28,6.862729184588111
Id_29,11.838069109863774
Id_30,14.882986020273446
Id_31,10.883974613324959
Id_32,13.390317367708866
Id_33,8.514687078933388
Id_34,4.109334465238938
Id_35,8.685829273553246
Id_36,18.1185108136783
Id_37,12.145283700931662
Id_38,16.900416370691786
Id_39,11.597870345805054
Id_40,15.38121890381975
Id_41,17.481689202797735
Id_42,3.9039668306552486
Id_43,5.202918404699616
Id_44,16.423334813263335
Id_45,12.956308825604196
Id_46,22.174653219093
Id_47,2.5628836206229964
Id_48,4.626640218092369
Id_49,6.815715655936527
Id_50,14.07576598409475
Id_51,17.732199914867593
Id_52,2.5955374316418367
Id_53,8.075564519200947
Id_54,8.075564519200947
Id_55,14.425213769344758
Id_56,4.373967320823375
Id_57,10.716232203783761
Id_58,16.850030788283984
Id_59,11.724980908701497
Id_60,9.06952266294457
Id_61,15.543310846453132
Id_62,6.8480026014546915
Id_63,10.239785856148007
Id_64,10.508938706469623
Id_65,9.790834643289559
Id_66,12.768929452616312
Id_67,4.67615542348189
