Id,Zarea
Id_1,7.863000000000001
Id_2,0.0
Id_3,2.8274999999999997
Id_4,12.27
Id_5,0.22949999999999998
Id_6,2.79
Id_7,1.3699999999999999
Id_8,25.400999999999996
Id_9,2.005
Id_10,3.6950000000000003
Id_11,21.971
Id_12,0.0
Id_13,5.079999999999999
Id_14,4.389999999999999
Id_15,4.24
Id_16,0.953
Id_17,85.93900000000001
Id_18,9.929
Id_19,0.052000000000000005
Id_20,5.202
Id_21,21.12
Id_22,19.94
Id_23,0.27
Id_24,10.154
Id_25,4.377
Id_26,3.3520000000000003
Id_27,9.2
Id_28,14.935000000000002
Id_29,20.043
Id_30,17.776
Id_31,23.590999999999998
Id_32,14.330000000000002
Id_33,2.0740000000000003
Id_34,2.71
Id_35,18.357999999999997
Id_36,49.292
Id_37,4.859
Id_38,23.590999999999998
Id_39,1.361
Id_40,21.750999999999998
Id_41,4.101000000000001
Id_42,2.7520000000000002
Id_43,3.813
Id_44,19.879999999999995
Id_45,0.95
Id_46,19.94
Id_47,0.757
Id_48,1.565
Id_49,0.77
Id_50,1.69
Id_51,7.696
Id_52,0.0
Id_53,3.8880000000000003
Id_54,3.8880000000000003
Id_55,4.883000000000001
Id_56,5.178
Id_57,30.401
Id_58,5.183
Id_59,3.4530000000000003
Id_60,1.8970000000000002
Id_61,2.4359999999999995
Id_62,21.74
Id_63,9.579000000000002
Id_64,1.8199999999999998
Id_65,0.658
Id_66,5.896
Id_67,7.697
