Id,Zarea
Id_1,5.250533302607447
Id_2,3.3717929075337665
Id_3,14.50002465768102
Id_4,17.510612471437458
Id_5,14.206295465489289
Id_6,1.3430899815775712
Id_7,9.24378031287202
Id_8,5.528993990586514
Id_9,5.289918743525668
Id_10,5.461345923559342
Id_11,23.880773305361288
Id_12,4.395311896636812
Id_13,3.2203029836313837
Id_14,12.31899620474492
Id_15,-4.661984266956772
Id_16,8.752372879988723
Id_17,18.454431209929815
Id_18,8.9730347441836
Id_19,10.603368081234404
Id_20,12.80894743342042
Id_21,16.80024025768718
Id_22,14.111739807603179
Id_23,16.09916257139117
Id_24,13.337825294690303
Id_25,14.36325643526016
Id_26,0.6022590756506299
Id_27,15.588849370096792
Id_28,15.186838384979724
Id_29,19.593995512169677
Id_30,10.824301419516729
Id_31,9.49780197425604
Id_32,13.659239612212705
Id_33,8.509306683806564
Id_34,-8.719285247082803
Id_35,25.19059957556155
Id_36,16.575950166690596
Id_37,2.7170281722183605
Id_38,17.241648045733424
Id_39,10.414013167718199
Id_40,16.234751308591164
Id_41,19.463976165799284
Id_42,2.0599059896087697
Id_43,-2.2996411757648723
Id_44,21.222401999866648
Id_45,18.71635804658299
Id_46,16.485218293089844
Id_47,16.311511004655472
Id_48,-5.416761713965817
Id_49,0.7297460516476457
Id_50,18.85734149210252
Id_51,19.233683232838857
Id_52,3.5127759560494933
Id_53,6.921571472434071
Id_54,6.921571472434071
Id_55,25.958686395002182
Id_56,2.4147162655672005
Id_57,13.979929621339654
Id_58,20.944066007606374
Id_59,12.248332727081712
Id_60,4.637758881572952
Id_61,16.503667970366408
Id_62,9.271914099581245
Id_63,9.973697730510882
Id_64,19.709925193368434
Id_65,17.581127909813688
Id_66,9.052156414080226
Id_67,0.5153529179016036
