Id,Zarea
Id_1,4.976399999999997
Id_2,3.7890500000000005
Id_3,4.8536500000000045
Id_4,6.547199999999999
Id_5,31.164899999999975
Id_6,12.373500000000002
Id_7,8.180099999999998
Id_8,7.861700000000004
Id_9,4.9346
Id_10,6.330800000000005
Id_11,15.658800000000006
Id_12,0.0
Id_13,3.1264000000000016
Id_14,11.280700000000001
Id_15,5.2465
Id_16,5.113550000000002
Id_17,72.83350000000007
Id_18,3.813199999999999
Id_19,0.32130000000000003
Id_20,0.39399999999999996
Id_21,16.404099999999993
Id_22,19.94000000000004
Id_23,3.214899999999998
Id_24,4.1063
Id_25,6.104600000000006
Id_26,9.642699999999992
Id_27,4.1569
Id_28,18.74010000000002
Id_29,12.116100000000001
Id_30,5.8464999999999945
Id_31,21.3494
Id_32,17.72490000000002
Id_33,0.2991
Id_34,4.680899999999996
Id_35,43.90219999999997
Id_36,1.7004999999999992
Id_37,3.7806
Id_38,21.3494
Id_39,3.421100000000001
Id_40,33.1798
Id_41,29.423900000000003
Id_42,8.663900000000009
Id_43,6.5823500000000035
Id_44,15.498800000000001
Id_45,2.0466
Id_46,19.94000000000004
Id_47,4.664950000000001
Id_48,2.31945
Id_49,2.7386999999999997
Id_50,1.6899999999999984
Id_51,10.740300000000007
Id_52,1.6659999999999997
Id_53,4.063199999999996
Id_54,4.063199999999996
Id_55,4.3374
Id_56,1.1675
Id_57,34.254100000000015
Id_58,4.337000000000003
Id_59,7.1910000000000025
Id_60,4.016099999999994
Id_61,6.3145000000000024
Id_62,2.2286000000000024
Id_63,6.759399999999999
Id_64,0.30079999999999996
Id_65,4.9796
Id_66,5.717399999999997
Id_67,2.5434499999999995
